ref_date,geo,products_and_product_groups,value
2019-01-01,Prince Edward Island,Food purchased from restaurants,149.6
2019-01-01,Prince Edward Island,Shelter,139
2019-01-01,Prince Edward Island,Rented accommodation,120.9
2019-01-01,Prince Edward Island,Rent,120.4
2019-01-01,Prince Edward Island,Owned accommodation,124.1
2019-01-01,Prince Edward Island,Homeowners' replacement cost,123.4
2019-01-01,Prince Edward Island,Property taxes and other special charges,168.7
2019-01-01,Prince Edward Island,Homeowners' home and mortgage insurance,172.8
2019-01-01,Prince Edward Island,Homeowners' maintenance and repairs,158.5
2019-01-01,Prince Edward Island,"Water, fuel and electricity",187.3
2019-01-01,Prince Edward Island,Electricity,154.6
2019-01-01,Prince Edward Island,Water,140.3
2019-01-01,Prince Edward Island,Fuel oil and other fuels,211.7
2019-01-01,Prince Edward Island,"Household operations, furnishings and equipment",129.9
2019-01-01,Prince Edward Island,Household operations,141.8
2019-01-01,Prince Edward Island,Communications,121.8
2019-01-01,Prince Edward Island,Telephone services,121.2
2019-01-01,Prince Edward Island,Child care and housekeeping services,154.1
2019-01-01,Prince Edward Island,Household cleaning products,140.9
2019-01-01,Prince Edward Island,"Paper, plastic and aluminum foil supplies",164
2019-01-01,Prince Edward Island,Other household goods and services,154.7
2019-01-01,Prince Edward Island,Household furnishings and equipment,104.5
2019-01-01,Prince Edward Island,Furniture and household textiles,102.9
2019-01-01,Prince Edward Island,Furniture,100.3
2019-01-01,Prince Edward Island,Household textiles,117.9
2019-01-01,Prince Edward Island,Household equipment,97.1
2019-01-01,Prince Edward Island,Household appliances,99.8
2019-01-01,Prince Edward Island,"Non-electric kitchen utensils, tableware and cookware",70
2019-01-01,Prince Edward Island,Clothing and footwear,102.5
2019-01-01,Prince Edward Island,Clothing,90.5
2019-01-01,Prince Edward Island,Women's clothing,91.7
2019-01-01,Prince Edward Island,Men's clothing,94.4
2019-01-01,Prince Edward Island,Children's clothing,73.6
2019-01-01,Prince Edward Island,Footwear,109.2
2019-01-01,Prince Edward Island,"Clothing accessories, watches and jewellery",155.6
2019-01-01,Prince Edward Island,"Clothing material, notions and services",179.7
2019-01-01,Prince Edward Island,Transportation,139.3
2019-01-01,Prince Edward Island,Private transportation,136.8
2019-01-01,Prince Edward Island,"Purchase, leasing and rental of passenger vehicles",105.1
2019-01-01,Prince Edward Island,Purchase and leasing of passenger vehicles,104.9
2019-01-01,Prince Edward Island,Purchase of passenger vehicles,105.6
2019-01-01,Prince Edward Island,Operation of passenger vehicles,158.8
2019-01-01,Prince Edward Island,Gasoline,170.9
2019-01-01,Prince Edward Island,"Passenger vehicle parts, maintenance and repairs",146.3
2019-01-01,Prince Edward Island,Other passenger vehicle operating expenses,151.7
2019-01-01,Prince Edward Island,Passenger vehicle insurance premiums,160.3
2019-01-01,Prince Edward Island,Passenger vehicle registration fees,100.9
2019-01-01,Prince Edward Island,Public transportation,174.3
2019-01-01,Prince Edward Island,Local and commuter transportation,147.1
2019-01-01,Prince Edward Island,Taxi and other local and commuter transportation services,154.2
2019-01-01,Prince Edward Island,Inter-city transportation,175.3
2019-01-01,Prince Edward Island,Health and personal care,127
2019-01-01,Prince Edward Island,Health care,120.9
2019-01-01,Prince Edward Island,Health care goods,103.6
2019-01-01,Prince Edward Island,Medicinal and pharmaceutical products,94.8
2019-01-01,Prince Edward Island,Prescribed medicines (excluding medicinal cannabis),78.8
2019-01-01,Prince Edward Island,Non-prescribed medicines,159.9
2019-01-01,Prince Edward Island,Health care services,158.9
2019-01-01,Prince Edward Island,Personal care,136.7
2019-01-01,Prince Edward Island,Personal care supplies and equipment,113.4
2019-01-01,Prince Edward Island,Personal care services,180.5
2019-01-01,Prince Edward Island,"Recreation, education and reading",122.3
2019-01-01,Prince Edward Island,Recreation,109
2019-01-01,Prince Edward Island,Recreational equipment and services (excluding recreational vehicles),54
2019-01-01,Prince Edward Island,Purchase and operation of recreational vehicles,131.9
2019-01-01,Prince Edward Island,"Home entertainment equipment, parts and services",54.3
2019-01-01,Prince Edward Island,Travel services,118
2019-01-01,Prince Edward Island,Traveller accommodation,108.1
2019-01-01,Prince Edward Island,Other cultural and recreational services,178.6
2019-01-01,Prince Edward Island,Video and audio subscription services,205.5
2019-01-01,Prince Edward Island,Education and reading,161.8
2019-01-01,Prince Edward Island,Education,164.5
2019-01-01,Prince Edward Island,Tuition fees,167.4
2019-01-01,Prince Edward Island,Reading material (excluding textbooks),158.1
2019-01-01,Prince Edward Island,"Alcoholic beverages, tobacco products and recreational cannabis",202.2
2019-01-01,Prince Edward Island,Alcoholic beverages,138.1
2019-01-01,Prince Edward Island,Alcoholic beverages served in licensed establishments,138.7
2019-01-01,Prince Edward Island,Alcoholic beverages purchased from stores,137.1
2019-01-01,Prince Edward Island,Beer purchased from stores,149
2019-01-01,Prince Edward Island,Wine purchased from stores,117.9
2019-01-01,Prince Edward Island,Liquor purchased from stores,126.7
2019-01-01,Prince Edward Island,Tobacco products and smokers' supplies,246.4
2019-01-01,Prince Edward Island,Cigarettes,246.4
2019-01-01,Prince Edward Island,All-items excluding food,134.8
2019-01-01,Prince Edward Island,All-items excluding food and energy,127.8
2019-01-01,Prince Edward Island,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",135.6
2019-01-01,Prince Edward Island,All-items excluding alcoholic beverages and recreational cannabis,137.9
2019-01-01,Prince Edward Island,All-items excluding tobacco products and smokers' supplies and recreational cannabis,135.6
2019-01-01,Prince Edward Island,All-items excluding shelter,137.6
2019-01-01,Prince Edward Island,All-items excluding energy,132.7
2019-01-01,Prince Edward Island,All-items excluding gasoline,136.2
2019-01-01,Prince Edward Island,Private transportation excluding gasoline,124.4
2019-01-01,Prince Edward Island,Food and energy,162.5
2019-01-01,Prince Edward Island,Fresh fruit and vegetables,139.3
2019-01-01,Prince Edward Island,Energy,179.2
2019-01-01,Prince Edward Island,Goods,137
2019-01-01,Prince Edward Island,Durable goods,96.9
2019-01-01,Prince Edward Island,Semi-durable goods,106.2
2019-01-01,Prince Edward Island,Non-durable goods,161.5
2019-01-01,Prince Edward Island,Services,138.5
2019-01-01,Nova Scotia,All-items,137.5
2019-01-01,Nova Scotia,Food,153
2019-01-01,Nova Scotia,Food purchased from stores,151
2019-01-01,Nova Scotia,Meat,157.4
2019-01-01,Nova Scotia,Fresh or frozen meat (excluding poultry),156.9
2019-01-01,Nova Scotia,Fresh or frozen beef,168.1
2019-01-01,Nova Scotia,Fresh or frozen pork,138.4
2019-01-01,Nova Scotia,Fresh or frozen poultry,137.3
2019-01-01,Nova Scotia,Fresh or frozen chicken,143.2
2019-01-01,Nova Scotia,Processed meat,172.7
2019-01-01,Nova Scotia,"Fish, seafood and other marine products",139.1
2019-01-01,Nova Scotia,Fish,157.9
2019-01-01,Nova Scotia,Dairy products and eggs,140.7
2019-01-01,Nova Scotia,Dairy products,138.7
2019-01-01,Nova Scotia,Fresh milk,122.2
2019-01-01,Nova Scotia,Butter,160.7
2019-01-01,Nova Scotia,Cheese,128.5
2019-01-01,Nova Scotia,Eggs,164.9
2019-01-01,Nova Scotia,Bakery and cereal products (excluding baby food),171
2019-01-01,Nova Scotia,Bakery products,185.5
2019-01-01,Nova Scotia,Cereal products (excluding baby food),148.6
2019-01-01,Nova Scotia,"Fruit, fruit preparations and nuts",135.1
2019-01-01,Nova Scotia,Fresh fruit,123.7
2019-01-01,Nova Scotia,Preserved fruit and fruit preparations,134.1
2019-01-01,Nova Scotia,Vegetables and vegetable preparations,147.3
2019-01-01,Nova Scotia,Fresh vegetables,142.6
2019-01-01,Nova Scotia,Preserved vegetables and vegetable preparations,167.1
2019-01-01,Nova Scotia,Other food products and non-alcoholic beverages,148.2
2019-01-01,Nova Scotia,Sugar and confectionery,174.1
2019-01-01,Nova Scotia,Edible fats and oils,149.7
2019-01-01,Nova Scotia,Coffee and tea,130
2019-01-01,Nova Scotia,Non-alcoholic beverages,135.9
2019-01-01,Nova Scotia,Food purchased from restaurants,159.2
2019-01-01,Nova Scotia,Shelter,149.2
2019-01-01,Nova Scotia,Rented accommodation,117.9
2019-01-01,Nova Scotia,Rent,117.9
2019-01-01,Nova Scotia,Owned accommodation,145.6
2019-01-01,Nova Scotia,Homeowners' replacement cost,152.4
2019-01-01,Nova Scotia,Property taxes and other special charges,165.1
2019-01-01,Nova Scotia,Homeowners' home and mortgage insurance,281.5
2019-01-01,Nova Scotia,Homeowners' maintenance and repairs,150
2019-01-01,Nova Scotia,"Water, fuel and electricity",185.3
2019-01-01,Nova Scotia,Electricity,159.2
2019-01-01,Nova Scotia,Water,204.2
2019-01-01,Nova Scotia,Fuel oil and other fuels,210.6
2019-01-01,Nova Scotia,"Household operations, furnishings and equipment",122.1
2019-01-01,Nova Scotia,Household operations,139.7
2019-01-01,Nova Scotia,Communications,119.7
2019-01-01,Nova Scotia,Telephone services,120
2019-01-01,Nova Scotia,Child care and housekeeping services,157
2019-01-01,Nova Scotia,Household cleaning products,145.3
2019-01-01,Nova Scotia,"Paper, plastic and aluminum foil supplies",160.5
2019-01-01,Nova Scotia,Other household goods and services,152.4
2019-01-01,Nova Scotia,Household furnishings and equipment,87.9
2019-01-01,Nova Scotia,Furniture and household textiles,82.8
2019-01-01,Nova Scotia,Furniture,73.7
2019-01-01,Nova Scotia,Household textiles,122.9
2019-01-01,Nova Scotia,Household equipment,86
2019-01-01,Nova Scotia,Household appliances,87.1
2019-01-01,Nova Scotia,"Non-electric kitchen utensils, tableware and cookware",80.4
2019-01-01,Nova Scotia,Clothing and footwear,100.2
2019-01-01,Nova Scotia,Clothing,92.8
2019-01-01,Nova Scotia,Women's clothing,96.5
2019-01-01,Nova Scotia,Men's clothing,94.9
2019-01-01,Nova Scotia,Children's clothing,71
2019-01-01,Nova Scotia,Footwear,92.3
2019-01-01,Nova Scotia,"Clothing accessories, watches and jewellery",129.4
2019-01-01,Nova Scotia,"Clothing material, notions and services",164
2019-01-01,Nova Scotia,Transportation,134.5
2019-01-01,Nova Scotia,Private transportation,132.3
2019-01-01,Nova Scotia,"Purchase, leasing and rental of passenger vehicles",107.2
2019-01-01,Nova Scotia,Purchase and leasing of passenger vehicles,106.6
2019-01-01,Nova Scotia,Purchase of passenger vehicles,108.1
2019-01-01,Nova Scotia,Operation of passenger vehicles,151.7
2019-01-01,Nova Scotia,Gasoline,153.9
2019-01-01,Nova Scotia,"Passenger vehicle parts, maintenance and repairs",146.7
2019-01-01,Nova Scotia,Other passenger vehicle operating expenses,144.4
2019-01-01,Nova Scotia,Passenger vehicle insurance premiums,143.1
2019-01-01,Nova Scotia,Passenger vehicle registration fees,138.8
2019-01-01,Nova Scotia,Public transportation,164.5
2019-01-01,Nova Scotia,Local and commuter transportation,141.3
2019-01-01,Nova Scotia,City bus and subway transportation,136.4
2019-01-01,Nova Scotia,Taxi and other local and commuter transportation services,142.9
2019-01-01,Nova Scotia,Inter-city transportation,173.3
2019-01-01,Nova Scotia,Health and personal care,122.8
2019-01-01,Nova Scotia,Health care,121.1
2019-01-01,Nova Scotia,Health care goods,105.5
2019-01-01,Nova Scotia,Medicinal and pharmaceutical products,100.8
2019-01-01,Nova Scotia,Prescribed medicines (excluding medicinal cannabis),83
2019-01-01,Nova Scotia,Non-prescribed medicines,141.1
2019-01-01,Nova Scotia,Health care services,153.2
2019-01-01,Nova Scotia,Personal care,125.1
2019-01-01,Nova Scotia,Personal care supplies and equipment,113.8
2019-01-01,Nova Scotia,Personal care services,143.1
2019-01-01,Nova Scotia,"Recreation, education and reading",121.9
2019-01-01,Nova Scotia,Recreation,109.8
2019-01-01,Nova Scotia,Recreational equipment and services (excluding recreational vehicles),63.1
2019-01-01,Nova Scotia,Purchase and operation of recreational vehicles,135.7
2019-01-01,Nova Scotia,"Home entertainment equipment, parts and services",49.5
2019-01-01,Nova Scotia,Travel services,103
2019-01-01,Nova Scotia,Traveller accommodation,88.7
2019-01-01,Nova Scotia,Other cultural and recreational services,187.4
2019-01-01,Nova Scotia,Video and audio subscription services,219.1
2019-01-01,Nova Scotia,Education and reading,160.4
2019-01-01,Nova Scotia,Education,158.8
2019-01-01,Nova Scotia,Tuition fees,158.4
2019-01-01,Nova Scotia,Reading material (excluding textbooks),162.3
2019-01-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",201.6
2019-01-01,Nova Scotia,Alcoholic beverages,140.1
2019-01-01,Nova Scotia,Alcoholic beverages served in licensed establishments,154.1
2019-01-01,Nova Scotia,Alcoholic beverages purchased from stores,137
2019-01-01,Nova Scotia,Beer purchased from stores,152.2
2019-01-01,Nova Scotia,Wine purchased from stores,123.2
2019-01-01,Nova Scotia,Liquor purchased from stores,122.4
2019-01-01,Nova Scotia,Tobacco products and smokers' supplies,257.5
2019-01-01,Nova Scotia,Cigarettes,257.5
2019-01-01,Nova Scotia,All-items excluding food,134.4
2019-01-01,Nova Scotia,All-items excluding food and energy,128.9
2019-01-01,Nova Scotia,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",135.3
2019-01-01,Nova Scotia,All-items excluding alcoholic beverages and recreational cannabis,137.5
2019-01-01,Nova Scotia,All-items excluding tobacco products and smokers' supplies and recreational cannabis,135.4
2019-01-01,Nova Scotia,All-items excluding shelter,133.8
2019-01-01,Nova Scotia,All-items excluding energy,133.5
2019-01-01,Nova Scotia,All-items excluding gasoline,136.5
2019-01-01,Nova Scotia,Private transportation excluding gasoline,122.3
2019-01-01,Nova Scotia,Food and energy,159.2
2019-01-01,Nova Scotia,Fresh fruit and vegetables,134.4
2019-01-01,Nova Scotia,Energy,168.4
2019-01-01,Nova Scotia,Goods,132.2
2019-01-01,Nova Scotia,Durable goods,93.8
2019-01-01,Nova Scotia,Semi-durable goods,104.9
2019-01-01,Nova Scotia,Non-durable goods,158.2
2019-01-01,Nova Scotia,Services,143.6
2019-01-01,New Brunswick,All-items,136.3
2019-01-01,New Brunswick,Food,155.6
2019-01-01,New Brunswick,Food purchased from stores,155.5
2019-01-01,New Brunswick,Meat,175
2019-01-01,New Brunswick,Fresh or frozen meat (excluding poultry),168.8
2019-01-01,New Brunswick,Fresh or frozen beef,189.9
2019-01-01,New Brunswick,Fresh or frozen pork,134.3
2019-01-01,New Brunswick,Fresh or frozen poultry,172.6
2019-01-01,New Brunswick,Fresh or frozen chicken,173.3
2019-01-01,New Brunswick,Processed meat,177.5
2019-01-01,New Brunswick,"Fish, seafood and other marine products",147.1
2019-01-01,New Brunswick,Fish,173.8
2019-01-01,New Brunswick,Dairy products and eggs,145
2019-01-01,New Brunswick,Dairy products,142.4
2019-01-01,New Brunswick,Fresh milk,134.1
2019-01-01,New Brunswick,Butter,169.5
2019-01-01,New Brunswick,Cheese,136.7
2019-01-01,New Brunswick,Eggs,176.7
2019-01-01,New Brunswick,Bakery and cereal products (excluding baby food),171.8
2019-01-01,New Brunswick,Bakery products,183.9
2019-01-01,New Brunswick,Cereal products (excluding baby food),152.3
2019-01-01,New Brunswick,"Fruit, fruit preparations and nuts",131.6
2019-01-01,New Brunswick,Fresh fruit,124.6
2019-01-01,New Brunswick,Preserved fruit and fruit preparations,131.3
2019-01-01,New Brunswick,Vegetables and vegetable preparations,150.7
2019-01-01,New Brunswick,Fresh vegetables,148.9
2019-01-01,New Brunswick,Preserved vegetables and vegetable preparations,162.1
2019-01-01,New Brunswick,Other food products and non-alcoholic beverages,145.4
2019-01-01,New Brunswick,Sugar and confectionery,150.5
2019-01-01,New Brunswick,Edible fats and oils,166.4
2019-01-01,New Brunswick,Coffee and tea,137.4
2019-01-01,New Brunswick,Non-alcoholic beverages,125.2
2019-01-01,New Brunswick,Food purchased from restaurants,156.3
2019-01-01,New Brunswick,Shelter,140.2
2019-01-01,New Brunswick,Rented accommodation,118
2019-01-01,New Brunswick,Rent,117.9
2019-01-01,New Brunswick,Owned accommodation,132.5
2019-01-01,New Brunswick,Homeowners' replacement cost,127.4
2019-01-01,New Brunswick,Property taxes and other special charges,183
2019-01-01,New Brunswick,Homeowners' home and mortgage insurance,241.7
2019-01-01,New Brunswick,Homeowners' maintenance and repairs,147.6
2019-01-01,New Brunswick,"Water, fuel and electricity",172.1
2019-01-01,New Brunswick,Electricity,151.5
2019-01-01,New Brunswick,Water,222.5
2019-01-01,New Brunswick,Fuel oil and other fuels,215
2019-01-01,New Brunswick,"Household operations, furnishings and equipment",125.1
2019-01-01,New Brunswick,Household operations,141.3
2019-01-01,New Brunswick,Communications,126.8
2019-01-01,New Brunswick,Telephone services,132.7
2019-01-01,New Brunswick,Child care and housekeeping services,165.4
2019-01-01,New Brunswick,Household cleaning products,140.2
2019-01-01,New Brunswick,"Paper, plastic and aluminum foil supplies",160.2
2019-01-01,New Brunswick,Other household goods and services,144.1
2019-01-01,New Brunswick,Household furnishings and equipment,96
2019-01-01,New Brunswick,Furniture and household textiles,93.5
2019-01-01,New Brunswick,Furniture,89.6
2019-01-01,New Brunswick,Household textiles,115.1
2019-01-01,New Brunswick,Household equipment,88.6
2019-01-01,New Brunswick,Household appliances,77.1
2019-01-01,New Brunswick,"Non-electric kitchen utensils, tableware and cookware",59.9
2019-01-01,New Brunswick,Clothing and footwear,101.4
2019-01-01,New Brunswick,Clothing,89.1
2019-01-01,New Brunswick,Women's clothing,86.2
2019-01-01,New Brunswick,Men's clothing,96.2
2019-01-01,New Brunswick,Children's clothing,82.3
2019-01-01,New Brunswick,Footwear,103.7
2019-01-01,New Brunswick,"Clothing accessories, watches and jewellery",166.2
2019-01-01,New Brunswick,"Clothing material, notions and services",153.5
2019-01-01,New Brunswick,Transportation,135.6
2019-01-01,New Brunswick,Private transportation,134.3
2019-01-01,New Brunswick,"Purchase, leasing and rental of passenger vehicles",105.5
2019-01-01,New Brunswick,Purchase and leasing of passenger vehicles,105.1
2019-01-01,New Brunswick,Purchase of passenger vehicles,106.3
2019-01-01,New Brunswick,Operation of passenger vehicles,154.2
2019-01-01,New Brunswick,Gasoline,159.2
2019-01-01,New Brunswick,"Passenger vehicle parts, maintenance and repairs",138.9
2019-01-01,New Brunswick,Other passenger vehicle operating expenses,152
2019-01-01,New Brunswick,Passenger vehicle insurance premiums,150
2019-01-01,New Brunswick,Passenger vehicle registration fees,136.4
2019-01-01,New Brunswick,Public transportation,166.5
2019-01-01,New Brunswick,Local and commuter transportation,153.4
2019-01-01,New Brunswick,City bus and subway transportation,158.6
2019-01-01,New Brunswick,Taxi and other local and commuter transportation services,153.2
2019-01-01,New Brunswick,Inter-city transportation,170.5
2019-01-01,New Brunswick,Health and personal care,118.6
2019-01-01,New Brunswick,Health care,116.4
2019-01-01,New Brunswick,Health care goods,95.1
2019-01-01,New Brunswick,Medicinal and pharmaceutical products,91.2
2019-01-01,New Brunswick,Prescribed medicines (excluding medicinal cannabis),76.8
2019-01-01,New Brunswick,Non-prescribed medicines,137.5
2019-01-01,New Brunswick,Health care services,163.8
2019-01-01,New Brunswick,Personal care,122.4
2019-01-01,New Brunswick,Personal care supplies and equipment,106.7
2019-01-01,New Brunswick,Personal care services,147.6
2019-01-01,New Brunswick,"Recreation, education and reading",123.2
2019-01-01,New Brunswick,Recreation,112.5
2019-01-01,New Brunswick,Recreational equipment and services (excluding recreational vehicles),62.2
2019-01-01,New Brunswick,Purchase and operation of recreational vehicles,136.4
2019-01-01,New Brunswick,"Home entertainment equipment, parts and services",52.3
2019-01-01,New Brunswick,Travel services,119.5
2019-01-01,New Brunswick,Traveller accommodation,116.8
2019-01-01,New Brunswick,Other cultural and recreational services,172.6
2019-01-01,New Brunswick,Video and audio subscription services,193.3
2019-01-01,New Brunswick,Education and reading,162.8
2019-01-01,New Brunswick,Education,171
2019-01-01,New Brunswick,Tuition fees,176.8
2019-01-01,New Brunswick,Reading material (excluding textbooks),135.9
2019-01-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207
2019-01-01,New Brunswick,Alcoholic beverages,141.6
2019-01-01,New Brunswick,Alcoholic beverages served in licensed establishments,139.4
2019-01-01,New Brunswick,Alcoholic beverages purchased from stores,141.9
2019-01-01,New Brunswick,Beer purchased from stores,152.4
2019-01-01,New Brunswick,Wine purchased from stores,126.5
2019-01-01,New Brunswick,Liquor purchased from stores,126.1
2019-01-01,New Brunswick,Tobacco products and smokers' supplies,265.6
2019-01-01,New Brunswick,Cigarettes,265.6
2019-01-01,New Brunswick,All-items excluding food,132.5
2019-01-01,New Brunswick,All-items excluding food and energy,127.4
2019-01-01,New Brunswick,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",134.1
2019-01-01,New Brunswick,All-items excluding alcoholic beverages and recreational cannabis,136.2
2019-01-01,New Brunswick,All-items excluding tobacco products and smokers' supplies and recreational cannabis,134.2
2019-01-01,New Brunswick,All-items excluding shelter,135.2
2019-01-01,New Brunswick,All-items excluding energy,132.7
2019-01-01,New Brunswick,All-items excluding gasoline,134.9
2019-01-01,New Brunswick,Private transportation excluding gasoline,123.7
2019-01-01,New Brunswick,Food and energy,158.5
2019-01-01,New Brunswick,Fresh fruit and vegetables,138.8
2019-01-01,New Brunswick,Energy,163
2019-01-01,New Brunswick,Goods,131.4
2019-01-01,New Brunswick,Durable goods,98.1
2019-01-01,New Brunswick,Semi-durable goods,101.5
2019-01-01,New Brunswick,Non-durable goods,155.8
2019-01-01,New Brunswick,Services,142.5
2019-01-01,Quebec,All-items,131.7
2019-01-01,Quebec,Food,149.4
2019-01-01,Quebec,Food purchased from stores,145.6
2019-01-01,Quebec,Meat,168.9
2019-01-01,Quebec,Fresh or frozen meat (excluding poultry),180.7
2019-01-01,Quebec,Fresh or frozen beef,184.3
2019-01-01,Quebec,Fresh or frozen pork,171.3
2019-01-01,Quebec,Fresh or frozen poultry,166
2019-01-01,Quebec,Fresh or frozen chicken,166.8
2019-01-01,Quebec,Processed meat,152.2
2019-01-01,Quebec,"Fish, seafood and other marine products",137
2019-01-01,Quebec,Fish,160.4
2019-01-01,Quebec,Dairy products and eggs,132.2
2019-01-01,Quebec,Dairy products,130.5
2019-01-01,Quebec,Fresh milk,144.7
2019-01-01,Quebec,Butter,141.6
2019-01-01,Quebec,Cheese,122.9
2019-01-01,Quebec,Eggs,156.1
2019-01-01,Quebec,Bakery and cereal products (excluding baby food),151.4
2019-01-01,Quebec,Bakery products,159.6
2019-01-01,Quebec,Cereal products (excluding baby food),133.7
2019-01-01,Quebec,"Fruit, fruit preparations and nuts",137.2
2019-01-01,Quebec,Fresh fruit,133.3
2019-01-01,Quebec,Preserved fruit and fruit preparations,137.8
2019-01-01,Quebec,Vegetables and vegetable preparations,148
2019-01-01,Quebec,Fresh vegetables,152.3
2019-01-01,Quebec,Preserved vegetables and vegetable preparations,139
2019-01-01,Quebec,Other food products and non-alcoholic beverages,134.2
2019-01-01,Quebec,Sugar and confectionery,131.1
2019-01-01,Quebec,Edible fats and oils,144.1
2019-01-01,Quebec,Coffee and tea,130.3
2019-01-01,Quebec,Non-alcoholic beverages,131.7
2019-01-01,Quebec,Food purchased from restaurants,158.8
2019-01-01,Quebec,Shelter,135.6
2019-01-01,Quebec,Rented accommodation,121.3
2019-01-01,Quebec,Rent,121.2
2019-01-01,Quebec,Owned accommodation,143
2019-01-01,Quebec,Homeowners' replacement cost,161.7
2019-01-01,Quebec,Property taxes and other special charges,143.8
2019-01-01,Quebec,Homeowners' home and mortgage insurance,173.9
2019-01-01,Quebec,Homeowners' maintenance and repairs,147.1
2019-01-01,Quebec,"Water, fuel and electricity",133.2
2019-01-01,Quebec,Electricity,118.9
2019-01-01,Quebec,Water,99.8
2019-01-01,Quebec,Natural gas,108.9
2019-01-01,Quebec,Fuel oil and other fuels,240.5
2019-01-01,Quebec,"Household operations, furnishings and equipment",123.6
2019-01-01,Quebec,Household operations,138
2019-01-01,Quebec,Communications,122
2019-01-01,Quebec,Telephone services,130.2
2019-01-01,Quebec,Child care and housekeeping services,159.9
2019-01-01,Quebec,Household cleaning products,111.6
2019-01-01,Quebec,"Paper, plastic and aluminum foil supplies",146.1
2019-01-01,Quebec,Other household goods and services,152.5
2019-01-01,Quebec,Household furnishings and equipment,101
2019-01-01,Quebec,Furniture and household textiles,106.8
2019-01-01,Quebec,Furniture,101.4
2019-01-01,Quebec,Household textiles,134
2019-01-01,Quebec,Household equipment,89.1
2019-01-01,Quebec,Household appliances,89.3
2019-01-01,Quebec,"Non-electric kitchen utensils, tableware and cookware",65
2019-01-01,Quebec,Clothing and footwear,94.9
2019-01-01,Quebec,Clothing,85.3
2019-01-01,Quebec,Women's clothing,79.4
2019-01-01,Quebec,Men's clothing,95
2019-01-01,Quebec,Children's clothing,80.5
2019-01-01,Quebec,Footwear,99
2019-01-01,Quebec,"Clothing accessories, watches and jewellery",136.1
2019-01-01,Quebec,"Clothing material, notions and services",149.5
2019-01-01,Quebec,Transportation,139.3
2019-01-01,Quebec,Private transportation,136.8
2019-01-01,Quebec,"Purchase, leasing and rental of passenger vehicles",105.7
2019-01-01,Quebec,Purchase and leasing of passenger vehicles,105.5
2019-01-01,Quebec,Purchase of passenger vehicles,106.6
2019-01-01,Quebec,Operation of passenger vehicles,164.7
2019-01-01,Quebec,Gasoline,168.7
2019-01-01,Quebec,"Passenger vehicle parts, maintenance and repairs",147.5
2019-01-01,Quebec,Other passenger vehicle operating expenses,170.5
2019-01-01,Quebec,Passenger vehicle insurance premiums,194.1
2019-01-01,Quebec,Passenger vehicle registration fees,118.5
2019-01-01,Quebec,Public transportation,172.6
2019-01-01,Quebec,Local and commuter transportation,168.9
2019-01-01,Quebec,City bus and subway transportation,177.8
2019-01-01,Quebec,Taxi and other local and commuter transportation services,146.3
2019-01-01,Quebec,Inter-city transportation,166.8
2019-01-01,Quebec,Health and personal care,126.4
2019-01-01,Quebec,Health care,126.7
2019-01-01,Quebec,Health care goods,104.4
2019-01-01,Quebec,Medicinal and pharmaceutical products,102.4
2019-01-01,Quebec,Prescribed medicines (excluding medicinal cannabis),95.6
2019-01-01,Quebec,Non-prescribed medicines,122.4
2019-01-01,Quebec,Health care services,166.1
2019-01-01,Quebec,Personal care,126.3
2019-01-01,Quebec,Personal care supplies and equipment,107.2
2019-01-01,Quebec,Personal care services,154
2019-01-01,Quebec,"Recreation, education and reading",104.4
2019-01-01,Quebec,Recreation,93.2
2019-01-01,Quebec,Recreational equipment and services (excluding recreational vehicles),50.2
2019-01-01,Quebec,Purchase and operation of recreational vehicles,128.4
2019-01-01,Quebec,"Home entertainment equipment, parts and services",43.7
2019-01-01,Quebec,Travel services,88.7
2019-01-01,Quebec,Traveller accommodation,90.8
2019-01-01,Quebec,Other cultural and recreational services,156.1
2019-01-01,Quebec,Video and audio subscription services,158.3
2019-01-01,Quebec,Education and reading,154.8
2019-01-01,Quebec,Education,157.9
2019-01-01,Quebec,Tuition fees,152
2019-01-01,Quebec,Reading material (excluding textbooks),146.7
2019-01-01,Quebec,"Alcoholic beverages, tobacco products and recreational cannabis",158.5
2019-01-01,Quebec,Alcoholic beverages,121
2019-01-01,Quebec,Alcoholic beverages served in licensed establishments,147.8
2019-01-01,Quebec,Alcoholic beverages purchased from stores,110.2
2019-01-01,Quebec,Beer purchased from stores,112.8
2019-01-01,Quebec,Wine purchased from stores,107.5
2019-01-01,Quebec,Liquor purchased from stores,110.5
2019-01-01,Quebec,Tobacco products and smokers' supplies,217.7
2019-01-01,Quebec,Cigarettes,217.8
2019-01-01,Quebec,All-items excluding food,127.7
2019-01-01,Quebec,All-items excluding food and energy,124.8
2019-01-01,Quebec,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",130.6
2019-01-01,Quebec,All-items excluding alcoholic beverages and recreational cannabis,132
2019-01-01,Quebec,All-items excluding tobacco products and smokers' supplies and recreational cannabis,130.4
2019-01-01,Quebec,All-items excluding shelter,130.4
